"MODEL","MARKETING_NAME","VENDOR","DISPLAY_HEIGHT","DISPLAY_WIDTH","CAMERA_PIXELS","YEAR_RELEASED","DIAGONAL_SCREEN_SIZE","REACH"
"at503","regza tablet","toshiba","800","1280","3.1","2013","10.1",4
"a1900","a1900","lenovo","800","480","2","2015","4",4
"gt-i9008l","galaxy s","samsung","800","480","5","2010","4",4
"axs 4g","axs 4g","trio","768","1024","5","2014","7.85",4
"me175kg (k00s)","memo pad hd7","asus","800","1280","5","2014","9.4",4
"stealth g2","stealth g2","trio","600","1024","0.3","2013","10.1",4
"c6743","hydro reach","kyocera","960","540","5","2016","5",4
"u8687","u8687","huawei","480","320","3.2","2011","3.5",4
"iq1010w","iqtab 10","mls","800","1280","5","2016","10",4
"xplorer w31","xplorer w31","symphony","800","480","2","2013","4",4
"m5000","p500","yuntab","800","480","NULL","2012","4.99",4
"809d","one max","htc","1920","1080","4","2013","5.9",4
"n960","skate","zte","800","480","5","2012","4.3",4
"desire 625","desire 625","cricket","1280","720","8","2015","5",4
"l39u","xperia z1","sony","1920","1080","21","2014","5",4
"pmp7070c","pmp7070c","prestigio","800","480","0.3","2011","7",4
"sm-g930r7","galaxy s7","samsung","2560","1440","12","2016","5.1",4
"mp700","mp700","mpman","800","480","0.3","2012","7.01",4
"ls-5502","wind 3","lyf","1280","720","8","2016","5.5",4
"m-1038/pc1038","pro-line 2","cherry mobility","800","1280","2","2012","10.1",4
"q413","canvas express 4g","micromax","1280","720","8","2015","5",4
"x525a","one x+","htc","1280","720","NULL","2012","4.7",4
"a05","a05","xiaomi","800","480","NULL","2012","4.3",4
"x4701","life","medion","1280","720","8","2014","4.7",4
"quattro l50 hd","quattro l50 hd","karbonn","1280","720","13","2016","5",4
"f301","f301","gionee","1280","720","8","2014","4.7",4
"201hw","stream","softbank","960","540","NULL","2012","4.3",4
"via m1","via m1","casper","1920","1080","13","2016","5.2",4
"w626","w626","philips","480","320","NULL","2011","3.5",4
"shv-e140k","galaxy tab 8.9 lte","samsung","800","1280","NULL","2012","8.880000000000001",4
"l31l","access lte","lg","800","400","8","2014","4.5",4
"primo n1","primo n1","walton","960","540","8","2013","5.3",4
"t-02d","regza phone","docomo","960","540","13.1","2012","4.3",4
"hw-01e","ascend","docomo","1280","720","NULL","2012","4.5",4
"8088","one max","htc","1920","1080","4","2013","5.9",4
"beeline tab","beeline tab","zte","NULL","NULL","2","2014","7",4
"endeavour 101m","endeavour","blaupunkt","600","1024","2","2015","10.1",4
"venus v3 5570","venus v3 5570","vestel","1920","1080","13","2015","5.5",4
"a6277","hero 200","htc","480","320","NULL","2009","2.84",4
"st70404-2","surftab xiron 7.0 3g","trekstor","600","1024","2","2014","7",4
"t816","telstra smart plus","zte","800","480","2","2014","4",4
"quad tab 9","quad tab 9","hometech","600","1024","2","2015","9",4
"max909","max909","maximus","854","480","5","2013","5",4
"s7q","s7q","zte","600","1024","2","2015","7",4
"a1x plus","a1x plus","dragon touch","600","1024","0.3","2014","10.1",4
"blaster","blaster","just5","1280","720","13","2014","5",4
"ilium pad e10si","ilium pad e10si","lanix","800","1280","2","2013","10.1",4
"x310e","titan","htc","800","480","8","2011","4.7",4
"asha 210","asha 210","nokia","240","320","2","2013","2.4",4
"p-02d","lumix phone","docomo","960","540","NULL","2011","4.01",4
"9050g","9050g","bq mobile","600","1024","2","2014","9",4
"i5c","i5c","advan","1280","720","13","2016","5.5",4
"amid-9743g","amid-9743g","bauhn","1024","768","5","2013","9.699999999999999",4
"x180g","zone","lg","1280","720","13","2016","5.5",4
"blade a506","blade a506","zte","1280","720","8","2016","5.2",4
"ipaq hw6900","ipaq hw6900","hp","240","240","1.3","2005","3",4
"evo 4g","evo 4g","oplus","1280","720","8","2015","5",4
"a110","canvas 2","micromax","854","480","NULL","2012","5",4
"q394","canvas juice 3+","micromax","1280","720","8","2015","5.5",4
"studio 5.0 hd lte","studio 5.0 hd lte","blu","1280","720","13","2014","5",4
"my32l","my32l","myphone","1280","720","13","2016","5",4
"ls840","viper","lg","800","480","NULL","2012","4",4
"mira","mira","odys","1024","600","2","2015","7",4
"quest 350","quest 350","qumo","480","320","2","2013","3.5",4
"ct9716-b","revolution","e-ceros","1536","2048","2","2014","9.699999999999999",4
"sm-j320r4","galaxy j3","us cellular","1280","720","8","2016","5",4
"u20gt","u20gt","cube","768","1024","2","2012","9.699999999999999",4
"studio 7.0 lte","studio 7.0 lte","blu","1280","720","8","2015","7",4
"a316","canvas hue 2","micromax","1280","720","13","2015","5",4
"energy phone pro hd","energy phone pro hd","energy sistem","1280","720","5","2015","5",4
"droidx","droidx","motorola","854","480","8","2010","4.3",4
"sgh-t499","sgh-t499","samsung","320","240","3.2","2011","3.15",4
"mytouch q","mytouch q","t-mobile","800","480","NULL","2012","4",4
"at-as45q1","at-as45q1","wolfgang","960","540","8","2014","4.5",4
"gn708w","gn708w","gionee","960","540","8","2013","4.5",4
"v807","blade c","zte","800","480","3.15","2013","4",4
"f320","g2","lg","1920","1080","13","2013","5.2",4
"dash l","dash l","blu","800","480","3.2","2015","4",4
"pgn-403","c4 +","condor","800","480","5","2014","4",4
"dg120","collo 2","doogee","480","320","2","2013","3.5",4
"zt500kl (p00i)","zenpad z10","asus","1536","2048","8","2016","9.699999999999999",4
"90 copper","90 copper","archos","600","1024","2","2013","9",4
"eva-cl00","p9","china telecom","1920","1080","12","2016","5.2",4
"sgh-l700","sgh-l700","samsung","220","176","NULL","2008","2.09",4
"andy c5v","andy c5v","yezz","960","540","8","2014","5",4
"cink+","cink+","wiko","480","320","3","2013","3.5",4
"ls-5007","water 5","lyf","1280","720","13","2015","5",4
"aquaris e10","aquaris e10","bq","1200","1920","8","2013","10.1",4
"kepler","kepler","bq","600","800","2","2011","8",4
"v497","g pad f","lg","800","1280","5","2015","7",4
"blade a5 pro","blade a5 pro","zte","800","480","5","2016","4",4
"a7ic","a7ic","reeder","600","1024","2","2014","7",4
"heg-n200","heg-n200","hesense","480","320","NULL","2011","3.5",4
"iq plus","iq plus","piranha","1280","720","13","2015","5.5",4
"aries 101","aries 101","goclever","1200","800","2","2013","10.1",4
"stx ultra","stx ultra","stonex","1280","720","8","2013","5",4
"max plus 5.0","max plus 5.0","ione","540","960","8","2014","5",4
"tabloid sw97-02b","tabloid sw97-02b","next","768","1024","2","2013","9.699999999999999",4
"isw11k","digno","kddi","800","480","NULL","2011","4",4
"noir a65","noir a65","qmobile","800","480","3","2013","4",4
"zp900s","leader","zopo","960","540","NULL","2012","5.3",4
"x-treme pq11","x-treme pq11","sigma","480","320","2","2013","3.5",4
"mx713 dc","mapan","maixin","800","480","NULL","2012","7.01",4
"nx402","nubia z5 mini","zte","1280","720","13","2013","4.7",4
"gt-i5500","galaxy europa","samsung","320","240","2","2010","2.8",4
"dash 3.5 ce","dash 3.5 ce","blu","480","320","3.15","2012","3.5",4
"go984","go984","go mobile","854","480","5","2016","4.5",4
"bolt a082","bolt a082","micromax","800","480","2","2014","4",4
"at9e-a13wa","at9e-a13wa","artview","480","800","0.3","2013","8",4
"y200","y200","doogee","1280","720","13","2015","5.5",4
"q-wave 61","q-wave 61","quantum","540","960","5","2014","6",4
"9007t","one touch pixi 7","alcatel","1024","600","NULL","2015","7",4
"sgh-t599","galaxy exhibit","samsung","800","480","0.92","2013","4",4
"l55u","xperia z3","sony","1920","1080","20.7","2014","5.2",4
"s4705","s4705","dns","1280","720","13","2014","4.7",4
"s51se","xperia mini","e-mobile","460","320","5","2010","3.5",4
"80b platinum","80b platinum","archos","768","1024","2","2014","8",4
"fast","fast","beeline","854","480","NULL","2015","5",4
"lamda","lamda","turbo-x","1280","720","8","2015","5",4
"tsi04","regza phone is04","kddi","854","480","12.2","2009","4",4
"a093","canvas fire","micromax","800","480","5","2014","4",4
"asha 303","asha 303","nokia","320","240","3.2","2011","2.6",4
"l35g","optimus logic","lg","320","240","NULL","2012","3.2",4
"gt-i5500m","gt-i5500m","samsung","320","240","2","2010","2.8",4
"spirit qs","spirit qs","vonino","768","1024","5","2015","9.699999999999999",4
"p778","optimus l9","lg","800","480","8","2013","4.7",4
"aquaris 5.7","aquaris 5.7","bq","1920","1080","13","2015","5.7",4
"p290","canvas tab","micromax","600","1024","2","2015","7",4
"tc55","touch computer","zebra","800","480","2","2015","4.3",4
"st70104-1","surftab breeze","trekstor","800","480","0.3","2012","7",4
"p728b","racer ii","zte","320","240","NULL","2011","2.8",4
"a07i-d15a","a07i-d15a","dospara","1024","600","NULL","2012","6.98",4
"ixion m350","ixion m350","dexp","1280","720","8","2015","5",4
"r504","r504","funker","854","480","8","2014","5",4
"droidplayer mx2","droidplayer mx2","unknown","NULL","NULL","NULL","2015","NULL",4
"at330","excite 13","toshiba","900","1600","5","2012","13.3",4
"at-as55hd1","at-as55hd1","wolfgang","1280","720","8","2014","5.5",4
"d390ar","f60","lg","800","480","5","2014","4.5",4
"andi 4.5 o buddy","andi 4.5 o buddy","iball","854","480","8","2015","4.5",4
"4030x","4030x","alcatel","480","320","3.2","2013","3.5",4
"a6020l37","vibe k5 plus","lenovo","1920","1080","13","2016","5",4
"g660-l075","ascend g660","huawei","854","480","5","2014","4.5",4
"rm-915","lumia 520","nokia","800","480","5","2013","4",4
"4030a","one touch 4030a","alcatel","480","320","3.2","2012","3.5",4
"sph-p100","galaxy tab 7.0","sprint","1024","600","3.15","2010","7",4
"y301a2","vitria","metro pcs","800","480","5","2013","4",4
"iq4405","evo chic 1","fly","854","480","5","2014","4.5",4
"vs410pp","optimus zone","lg","320","240","3.2","2013","3.2",4
"a111","a111","karbonn","800","480","5","2013","5",4
"pgn-509","c6 pro","condor","1280","720","8","2015","5",4
"c510","c510","sony ericsson","320","240","3.15","2009","2.23",4
"gt-s5380d","wave y","samsung","480","320","2","2012","3.2",4
"785","785","pulsare","854","480","5","2013","4.5",4
"ns-p08a7100","ns-p08a7100","insignia","800","1280","2","2016","8",4
"mobile volt","mobile volt","cherry","800","480","5","2015","4",4
"pmt5001","multipad muze 5001","prestigio","800","1280","1.9","2014","10.1",4
"sonic","sonic","cherry mobile","480","320","2","2013","4",4
"c9660","yotaphone","yota devices","1280","720","12","2013","4.3",4
"im-a650s","sky vega","pantech","800","480","NULL","2009","3.7",4
"mpi10a3g","smartpad i10 3g","mediacom","600","1024","2","2015","10.1",4
"4015t","one touch pop c1","alcatel","480","320","2","2014","3.5",4
"2pyb2","bolt","htc","2560","1440","18","2016","5.5",4
"h100","omega hd","cherry mobile","1280","720","12","2013","5",4
"x905","finder 3","oppo","800","480","NULL","2012","4",4
"sm-t817","galaxy tab s2","samsung","2048","1536","8","2015","9.699999999999999",4
"f-12d","easy smartphone","docomo","800","480","NULL","2012","4",4
"m35c","xperia sp","sony","1280","720","8","2013","4.6",4
"p8000","crossover","pantech","320","480","NULL","2011","NULL",4
"d662","d662","tcl","800","480","3.2","2013","4",4
"r5h","r5h","aspera","854","480","8","2014","4.02",4
"101 xs2","101 xs2","archos","800","1280","2","2014","10.1",4
"dash j","dash j","blu","800","480","2","2015","4",4
"45 titanium","45 titanium","archos","854","480","5","2013","4.5",4
"y19t","y19t","vivo","960","540","8","2013","4.5",4
"excellent 8","excellent 8","tomtec","600","800","NULL","2011","8",4
"iq4503","dune","fly","854","480","5","2014","5",4
"y221-u03","y221-u03","huawei","480","320","2","NULL","3.5",4
"8020e","one touch hero","alcatel","1920","1080","13","2014","6",4
"classic pro","gsmart","gigabyte","1280","720","13","2016","5",4
"s58","liquid jade primo","acer","1920","1080","21","2016","5.5",4
"0p6b180","one m8 for windows","at&t","1920","1080","4","2014","5",4
"a10","impact","mito","854","480","5","2015","4.5",4
"hs_9dtb37","flare 3","hip street","600","1024","NULL","2014","9",4
"y310-5000","ascend y310","huawei","800","480","NULL","2012","4",4
"w2-u00","ascend w2","huawei","800","480","5","2013","4.3",4
"5056n","one touch fierce 4","alcatel","1280","720","8","2013","5.5",4
"my22","my22","myphone","800","480","5","2015","5",4
"pmp7480d3g","multipad 4 ultimate 8.0 3g","prestigio","768","1024","8","2013","8",4
"wind s5510d","wind s5510d","switel","960","540","13","2016","5.5",4
"tf300tl","transformer pad","asus","800","1280","8","2012","10.1",4
"q-smart qs05","q-smart qs05","qmobile","480","320","2","2013","3.5",4
"sm-g3812b","galaxy s3 slim","samsung","960","540","5","2014","4.52",4
"lt15","xperia arc","sony ericsson","854","480","NULL","2011","4.2",4
"cb-p108","cb-p108","ncbc","480","320","2","2012","3.5",4
"exsg-001","excellence","sghitech","800","480","NULL","2014","4",4
"m6pro","m6pro","pipo","1536","2048","5","2015","9.699999999999999",4
"101 xenon lite","101 xenon lite","archos","600","1024","2","2015","10.1",4
"sgt-7000s","note pad s7","singtech","600","1024","5","2014","7",4
"l-ement 550","l-ement 550","logicom","960","540","8","2014","5.5",4
"c2-01","c2-01","nokia","320","240","NULL","2010","NULL",4
"g2 touch","g2 touch","era","800","480","NULL","2009","3.44",4
"s11","s11","qmobile","480","320","3.2","2012","3.5",4
"androvon 990","androvon 990","gvon","NULL","NULL","2","2012","7",4
"c625b","windows phone 8x","htc","1280","720","8","2012","4.29",4
"a24","a24","avus","1280","720","13","2014","5",4
"myt2 dtv","myt2 dtv","myphone","800","1280","5","2016","8",4
"cloud 4g star","cloud 4g star","intex","1280","720","13","2015","5",4
"a66a","elevate y","evercoss","1280","720","13","2014","5",4
"president smart 1","president smart 1","gfive","800","480","2","2015","4",4
"pro q8 plus","pro q8 plus","odys","800","1280","2","2014","8",4
"hit ht7070mg","hit 3g","digma","600","1024","2","2014","7",4
"xd-nv10a","xd","nabi","768","1366","2","2013","10.1",4
"ursus ts170","ursus ts170","dexp","600","1024","2","2015","7",4
"p970g","optimus black","lg","800","480","NULL","2010","4.6",4
"t800","t800","eton","800","480","NULL","2011","4",4
"t-10b","t-10b","audiosonic","600","1024","0.3","2012","10.1",4
"tab-p1025","mobii 1025","point of view","600","1024","2","2013","10.1",4
"z813","overture 2","zte","854","480","5","2015","4.5",4
"v909","g-slate","lg","1280","768","5","2011","8.9",4
"dl721-rb","dl721-rb","digiland","600","1024","2","2016","7",4
"iris 406q","iris 406q","lava","800","480","5","2014","4",4
"venue pro","venue pro","dell","800","480","5","2010","4.1",4
"primo gm","primo gm","walton","854","480","5","2015","5",4
"mid4x10pj","mid4x10pj","polaroid","600","1024","NULL","2014","10.1",4
"vp-10","onyx","vestel","800","1280","2","2012","10.1",4
"ls-4004","flame 2","lyf","800","480","5","2015","4",4
"at400","regza tablet","toshiba","800","1280","NULL","2012","10.1",4
"p17","harmonia","movimax","600","1024","2","2014","7",4
"tb-823a","tb-823a","texet","800","600","NULL","2012","8",4
"rm-887","lumia 720t","nokia","800","480","6.7","2013","4.3",4
"allure 64 lte","allure 64 lte","firefly","1280","720","13","2015","5.5",4
"r823t","r823t","oppo","800","480","5","2013","4",4
"z900 plus","z900 plus","zync","600","1024","5","NULL","7",4
"5056x","pop 4+","alcatel","1920","1080","8","2016","5.5",4
"m55","m55","beex","960","540","13","2014","5.5",4
"evo 4g lte","evo 4g lte","sprint","1280","720","8","2012","4.7",4
"t328h","desire q","htc","800","480","5","2013","4",4
"dl701q","dl701q","digiland","600","1024","2","2014","7",4
"energy phone pro 4g navy","energy phone pro 4g navy","energy sistem","1280","720","13","2016","5",4
"vs870","lucid 2","lg","960","540","5","2013","4.3",4
"gt-s5660v","galaxy gio","samsung","480","320","NULL","2011","3.2",4
"e400r","e400r","lg","320","240","3.15","2012","3.2",4
"ot-4016a","one touch pop c1","alcatel","450","320","3.15","2014","3.5",4
"lai yollo","lai yollo","mobiistar","1280","720","8","2015","5",4
"pcb-t750","pcb-t750","pc box","1024","600","2","2014","7",4
"sm-c105a","galaxy s4 zoom","at&t","960","540","16","2013","4.3",4
"orbit 6200","orbit 6200","maxwest","960","540","8","2013","6",4
"c625a","windows phone 8x","htc","800","480","5","2012","4",4
"zp520","zp520","zopo","960","540","8","2014","5.5",4
"kat 402c","kat 402c","mobiistar","800","480","2","2014","4",4
"gt-i8150t","galaxy w","samsung","800","480","5","2011","3.7",4
"a828 tc","a828 tc","myphone","480","320","3.2","2013","3.5",4
"jy-f2","jy-f2","jiayu","1280","720","8","2015","5",4
"pmp5580c","multipad 5580","prestigio","1024","768","NULL","2012","8",4
"noir x30","noir x30","qmobile","800","480","2","2015","4",4
"n-05e","medias w","docomo","960","540","8","2013","4.3",4
"q710","q710","cherry mobile","800","480","8","2014","4",3
"xt1564","xt1564","motorola","1920","1080","21","2015","5.5",3
"mini","mini","tele2","800","480","2","2016","4",3
"gt-s7562l","galaxy s duos","samsung","800","480","NULL","2012","4",3
"chronos ace plus","chronos ace plus","skk","1280","720","13","2016","5",3
"m502","mizu","navon","960","540","8","2014","5",3
"r390","r390","senseit","800","480","5","2014","4",3
"a848i duo","a848i duo","myphone","800","480","NULL","2011","4",3
"t9987","t9987","telsda","800","480","5","2013","4",3
"novo 7 legend","novo 7 legend","ainol","600","800","NULL","2012","6.99",3
"p-08d","eluga live","docomo","800","1280","NULL","2012","10.13",3
"sch-r920","galaxy attain","samsung","480","320","3.15","2012","3.5",3
"via t17","via t17","casper","600","1024","2","2014","7",3
"7100i","7100i","blackberry","260","240","NULL","2004","2.33",3
"q345","canvas selfie lens","micromax","1280","720","5","2015","4",3
"omega","omega","blackview","1920","1080","18","2015","5",3
"eon4i","eon4i","zigo","800","420","5","2013","4",3
"n980","n980","zte","960","540","5","2015","5",3
"f480k","wine smart","lg","480","320","8","2014","3.5",3
"noir s3","noir s3","qmobile","1280","720","8","2015","5",3
"t515","cookie duo","lg","320","240","2","2011","2.8",3
"sm-n910t2","galaxy note 4","t-mobile","2560","1440","16","2014","5.7",3
"sm-g3568v","galaxy core mini","verizon","800","480","5","2014","4.3",3
"tab 7i 8gb 3g","tab 7i 8gb 3g","wexler","600","1024","2","2012","7",3
"sgh-i717r","galaxy note","samsung","1280","800","NULL","2012","5.3",3
"d320ar","l70","lg","800","480","5","2014","4.5",3
"c5133","event","kyocera","480","320","3.2","2013","3.5",3
"d5306","xperia t2 ultra","sony","1280","720","13","2014","6",3
"a630","a630","lenovo","854","480","3.15","2013","4.5",3
"xt321","defy mini","motorola","480","320","3.15","2012","3.2",3
"7295 plus","7295 plus","coolpad","960","540","8","2013","5",3
"ixion ml 4.5","ixion ml 4.5","dexp","960","540","5","2015","4.7",3
"cloud m6 16gb","cloud m6 16gb","intex","854","480","8","2015","5",3
"gt-i9168","gt-i9168","samsung","800","480","5","2014","5",3
"4034a","pixi 4 (4)","alcatel","800","480","5","2016","4",3
"hero x","hero x","mobicel","600","1024","5","2014","7",3
"gt-i8558","galaxy win","samsung","800","480","5","2013","4.7",3
"uno x10","uno x10","odys","600","1024","2","2013","10.1",3
"e550","e550","argom tech","960","540","8","2015","5.5",3
"gt17a","jupiter plus","dtc","720","1280","13","2014","4.7",3
"5017d","pixi 3 (4.5)","alcatel","854","480","5","2015","4.5",3
"sm-n910x","galaxy note 4","samsung","2560","1440","16","2014","5.7",3
"iris x1 mini","iris x1 mini","lava","800","480","5","2015","4",3
"blade a465","blade a465","zte","854","480","8","2015","5",3
"q417","canvas mega 4g","micromax","1280","720","13","2015","5.5",3
"w410u","win jr","blu","800","480","5","2014","4",3
"dynamic wing","dynamic wing","ngm","960","540","13","2014","5",3
"venus x3","venus x3","hotwav","1280","720","5","2015","5.5",3
"ziio 7 inch","ziio 7 inch","creative","800","400","NULL","2010","NULL",3
"studio m hd","studio m hd","blu","1280","720","8","2016","5",3
"star edition iii","star edition iii","sfr","800","480","3.15","2014","4",3
"pmt5487","multipad 4 quantum","prestigio","800","1280","2","2014","8",3
"im-a750k","im-a750k","pantech","800","480","NULL","2011","NULL",3
"dash m2","dash m2","blu","854","480","5","2016","5",3
"soft stone","soft stone","tmn","320","240","3.1","2010","2.8",3
"gt-c3590","c3590","samsung","320","240","2","2013","2.4",3
"dynamic maxi","dynamic maxi","ngm","854","480","8","2013","5.5",3
"sm-s766c","galaxy stardust","samsung","800","480","5","2015","4",3
"mt917","mt917","motorola","1280","720","NULL","2011","4.29",3
"mi-359","smart flo mi-359","spice","480","320","2","2014","3.5",3
"iq4514 quad","evo tech 4","fly","1280","720","8","2014","5",3
"m8q","m8q","roofull","NULL","NULL","NULL","2016","NULL",3
"n70","n70","nokia","208","176","2","2005","2.1",3
"blade hn","blade hn","zte","1280","720","13","2014","5",3
"president smart 2","president smart 2","gfive","800","480","2","2015","4",3
"mt2-l02","ascend mate 2","huawei","1920","1080","13","2014","6.1",3
"is11ca","gzone is11ca","kddi","800","480","8","2011","3.6",3
"omega pro","omega pro","blackview","1280","720","13","2015","5",3
"diamond v7","diamond v7","starmobile","1280","720","18","2013","5.7",3
"ls-4006","flame 7","lyf","800","480","5","2016","4",3
"g906 plus","g906 plus","yxtel","800","480","0.3","2014","4",3
"sch-i929","galaxy s2","samsung","800","480","8","2011","4.53",3
"kindle 3","kindle 3","amazon","800","600","NULL","2010","6",3
"p990hn","lg optimus 2x","lg","800","480","NULL","2011","4",3
"y625-u13","ascend y625","huawei","854","480","8","2015","5",3
"79 platinum","79 platinum","archos","768","1024","2","2013","7.85",3
"mini mx","mini mx","beelink","NULL","NULL","NULL","2015","NULL",3
"gt-s7250d","wave m","samsung","480","320","5","2011","3.65",3
"phoenix","phoenix","skk mobile","800","480","2","2014","7",3
"7025d","one touch snap","alcatel","960","540","8","2013","4.5",3
"u8500","ideos x2","huawei","480","320","NULL","2009","3.2",3
"sm-t677a","galaxy view","at&t","1920","1080","2.1","2015","18.4",3
"ku5900","optimus black","lg","480","320","5","2011","4",3
"xt557","defy xt","motorola","854","480","NULL","2012","3.7",3
"pws700ejr","gonomad","gonomad","480","800","NULL","2012","7.01",3
"a5 easy","a5 easy","allview","800","480","NULL","2015","4",3
"s-534","s-534","rowell","480","800","0.3","2012","7.01",3
"s4035 4g","s4035 4g","own","1280","720","13","2015","5.5",3
"xt928","xt928","motorola","1280","720","NULL","2011","4.5",3
"z933","grand x pro","zte","1280","720","5","2014","5",3
"take ev-s100","take ev-s100","kt","800","480","NULL","2009","3.8",3
"s11t","s11t","vivo","800","480","5","2013","4.3",3
"pc36100","evo 4g","htc","800","480","8","2010","4.3",3
"staraddict 3","staraddict 3","sfr","960","540","8","2013","4.5",3
"ot-6034r","one touch idol s","alcatel","1280","720","8","2013","4.7",3
"zeus-hd","zeus-hd","nyx","960","540","11","2014","4.5",3
"975","smart 3","vodafone","800","480","5","2013","4",3
"startrail iii","startrail iii","sfr","480","320","5","2013","3.5",3
"smart 3","smart 3","beeline","800","480","3.2","2014","4",3
"8300","curve","blackberry","240","320","NULL","2008","NULL",3
"sch-i699","galaxy trend","samsung","800","480","NULL","2012","4",3
"x40","x40","","NULL","NULL","NULL","NULL","NULL",3
"hp-h868","hp-h868","haipai","1280","720","8","2013","6",3
"studio 7.0 ii","studio 7.0 ii","blu","1024","600","5","2015","7",3
"mt7a","mt7a","zte","600","1024","2","2013","7",3
"a376","a376","lenovo","800","450","3.2","2013","4",3
"ixion el350","volt","dexp","1280","720","5","2015","5",3
"5056w","one touch pop 4+","alcatel","1920","1080","8","2016","5.5",3
"tt175","tt175","turk telecom","1920","1080","13","2015","5.5",3
"iq451","vista","fly","1280","720","8","2013","5.01",3
"ione (i818)","ione (i818)","ubox","NULL","NULL","NULL","2016","NULL",3
"e10310","lifetab e10310","medion","800","1280","2","2013","10.13",3
"syx-t704","syx-t704","syrox","600","1024","2","NULL","7",3
"v913","v913","konka","480","320","NULL","2011","3.52",3
"201f","arrows a","softbank","1280","720","12.8","2013","4.7",3
"a35c lite","a35c lite","azumi","NULL","NULL","5","2015","3.5",3
"primo rx2","primo rx2","walton","1280","720","13","2014","5",3
"pad720","pad720","armix","480","800","0.3","2012","7",3
"primo rh2","primo rh2","walton","1280","720","8","2014","5",3
"d820mu","desire 820 mini","htc","1280","720","8","2014","5",3
"p7-l05","ascend p7","huawei","1920","1080","13","2014","5",3
"colortab 7","colortab 7","bitmore","600","1024","0.3","2015","7",3
"mytablet 2","mytablet 2","argos","1024","768","0.3","2013","8",3
"nx1","nx1","dtc","1280","800","8","2014","7",3
"xelio 10 pro","xelio 10 pro","odys","800","1280","2","2013","10.1",3
"d385","l series iii l80 tv dual","lg","800","480","8","2014","5",3
"0p6b140","one m8 for windows","htc","1920","1080","4","2014","5",3
"n9520","boost max","zte","1280","720","8","2014","5.7",3
"l15g","lg sunrise","straight talk","480","320","3","2015","3.8",3
"t-01c","regza phone t-01c","docomo","854","480","NULL","2010","4",3
"zen","zen","nexodus","1280","720","8","2015","6",3
"d393","f60","lg","800","480","5","2014","4.5",3
"rct6077w22","rct6077w22","rca tablets","480","800","0.3","NULL","7",3
"aqua air","aqua air","intex","854","480","2","2015","5",3
"v788b","kis","zte","480","320","3.15","2012","3.5",3
"rm-839","301","nokia","320","240","3.15","2013","2.4",3
"mg12","mg12","noa","1280","720","16","2015","4.7",3
"vtab1008","vtab1008","vizio","1024","768","NULL","2011","8",3
"prbt 761","prbt 761","probook","480","800","2","2013","7",3
"rg220","swift plus","ruggear","480","320","5","2013","3.2",3
"e80w","e80w","pioneer","854","480","8","2012","4.62",3
"color","color","komu","960","540","8","2014","4.5",3
"focus zp720","focus zp720","zopo","720","1280","2","2015","5.3",3
"elite","elite","swipe","1280","720","13","2015","5",3
"q491","canvas amaze 4g","micromax","1280","720","8","2015","5",3
"9930","bold touch","blackberry","480","640","5","2011","2.8",3
"ct1000","ct1000","carrefour","600","1024","0.3","2015","10.1",3
"psp3455duo","grace x3","prestigio","854","480","8","2014","4.5",3
"asha 308","asha 308","nokia","400","240","NULL","2012","3.01",3
"f540l","volt","lg","1280","720","8","2015","4.7",3
"os500","os500","obee","480","800","NULL","2014","4.3",3
"ap4-014","ap4-014","onix","800","480","2","2016","4",3
"ku3700","ku3700","lg","480","320","3.15","2009","3.2",3
"y600-u40","ascend y600","huawei","854","480","5","2014","5",3
"mitab copenhagen","mitab copenhagen","wolder","600","1024","5","2016","10.1",3
"stealth g5 7.85","stealth g5 7.85","trio","600","1024","8","2015","7.85",3
"sp-360","sp-360","simvalley","1280","720","8","2013","4.7",3
"z520m","one s","htc","960","540","NULL","2012","4.3",3
"is11pt","mirach","kddi","800","480","5","2011","3.7",3
"hsg1310","hsg1310","hannspree","600","1024","2","2015","10.1",3
"smart a80","smart a80","meo","854","480","8","2015","5",3
"venti 4g","venti 4g","oplus","960","540","8","2016","6",3
"w8555","w8555","philips","1920","1080","13","2013","5",3
"trooper2 4.5","trooper2 4.5","kazam","854","480","5","2014","4.5",3
"benefit a3","benefit a3","ark","1280","720","8","2015","5",3
"tango a5","tango a5","idroid","854","480","8","2015","5",3
"m-ipro10","m-ipro10","mediacom","800","1280","5","2015","10.1",3
"aqua q1+","aqua q1+","intex","854","480","5","2015","4.5",3
"t221","blade af3","zte","800","480","5","2015","4",3
"u9510","ascend d quad","huawei","1280","720","8","2012","4.5",3
"i7400","black pearl","ninetology","800","480","NULL","2012","4",3
"gt-s3653","corby","samsung","320","240","NULL","2010","2.8",3
"isw11ht","evo wimax","kddi","800","480","NULL","2011","4.6",3
"at-as43d4","at-as43d4","wolfgang","800","480","5","2013","4.3",3
"pgn-508","c6+","condor","854","480","5.5","2015","5",3
"tx201laf","tx201laf","asus","1920","1080","5","2014","11.6",3
"vs910","revolution","verizon","800","480","5","2011","4.3",3
"n-06c","medias wp","docomo","854","480","NULL","2010","4",3
"sm-g355hq","galaxy core 2","samsung","800","480","5","2014","4.5",3
"m84g","airtab","dns","768","1024","2","2013","8",3
"a580","a580","lenovo","800","480","NULL","2012","4.3",3
"mpqc1007","mpqc1007","mpman","600","1024","0.3","2015","10.1",3
"g526-l33","ascend g526","huawei","960","540","5","2013","4.5",3
