"MODEL","MARKETING_NAME","VENDOR","DISPLAY_HEIGHT","DISPLAY_WIDTH","CAMERA_PIXELS","YEAR_RELEASED","DIAGONAL_SCREEN_SIZE","REACH"
"endeavour 1010","endeavour 1010","blaupunkt","1536","2048","5","2014","9.699999999999999",3
"t329t","proto","htc","800","480","NULL","2012","4",3
"bravo z11","bravo z11","magnus","800","480","2","2015","4",3
"iris alfa l","iris alfa l","lava","960","540","8","2015","5.5",3
"sph-d700","epic 4g","sprint","800","480","NULL","2010","3.06",3
"dragon touch m10x","dragon touch m10x","tablet express","768","1366","5","2015","10.1",3
"tm-8041hd","tm-8041hd","texet","1024","768","2","2012","8",3
"s4503q","s4503q","dns","960","540","8","2014","4.5",3
"prime","prime","xolo","854","480","5","2015","4.5",3
"fire 2","fire 2","keneksi","960","540","8","2014","4.5",3
"a7is","a7is","reeder","600","1024","2","2014","7",3
"v2 viper x plus","v2 viper x plus","allview","1280","720","13","2015","5.5",3
"a34","a34","avus","960","540","8","2014","5",3
"fcc p701","fcc p701","ordro","480","800","0.3","2015","7",3
"m142g","m142g","supra","800","1280","2","2014","10.1",3
"a37","bolt a37","micromax","854","480","2","2014","3.5",3
"6032x","one touch idol alpha","alcatel","1280","720","13","2013","4.7",3
"x500a","orion pro x500","posh","980","540","8","2015","5",3
"sm-t111nq","galaxy tab 3 lite 7.0","samsung","600","1024","2","2014","7",3
"5950","5950","coolpad","960","540","5","2013","5.5",3
"mb870","droid x2/milestone x2","motorola","960","540","8","2011","4.3",3
"s100","mini tv box","cozyswan","NULL","NULL","NULL","2013","NULL",3
"w970","expose","konka","960","540","8","2013","4.5",3
"tv-hdmi 200bt","hdmi smarttv","point of view","NULL","NULL","NULL","2013","NULL",3
"glee 10.1","glee 10.1","spc","600","1024","5","2015","10.1",3
"a92","a92","micromax","800","480","5","2013","5",3
"x2 soul lite","x2 soul lite","allview","1280","720","8","2015","5",3
"a88x","a88x","alldaymall","600","1024","2","2014","7",3
"z797c","quartz","zte","960","540","8","2014","5.5",3
"pap7600duo","multiphone 7600 duo","prestigio","1280","720","13","2014","6",3
"blade b112","blade b112","zte","1280","720","8","2016","5",3
"stealth g5 10.1","stealth g5 10.1","trio","600","1024","2","2015","10.1",3
"5098s","one touch pixi 4 (6)","alcatel","1280","720","8","2016","6",3
"gt-c3310","champ deluxe","samsung","320","240","1.3","2012","2.8",3
"sch-r890","galaxy s4 mini","samsung","960","540","8","2013","4.3",3
"one","one","cubot","1280","720","12.6","2013","4.7",3
"endeavour 800ng","endeavour 800ng","blaupunkt","768","1024","2","2013","8",3
"8692-i02","q terra","qiku","1920","1080","13","2015","6",3
"nx404h","nubia z5s mini","zte","1280","720","13","2014","4.7",3
"gt-s5303","galaxy y plus","samsung","320","240","2","2013","2.8",3
"sgh-t599v","galaxy ace 2e","samsung","800","480","NULL","2012","3.8",3
"tab fast 2","tab fast 2","beeline","1024","600","5","2015","7",3
"pmp5880d","multipad 5880","prestigio","1024","786","5","2012","8",3
"700","700","accm","480","800","NULL","2012","7.01",3
"s12","s12","lava","480","320","NULL","2011","3.2",3
"u817","u817","zte","854","480","3","2013","4.5",3
"terrapad 1001","terrapad 1001","wortmann","768","1024","NULL","2012","9.77",3
"aqua craze","aqua craze","intex","1280","720","8","2015","5",3
"k200","x style","lg","1280","720","8","2016","5",3
"ta10ca3","ta10ca3","intel","800","1280","5","2013","10.1",3
"v500","v500","viewsonic","1920","1020","13","2015","5.5",3
"s100","s100","sk","800","480","NULL","2009","3.5",3
"maven 10 plus","maven 10 plus","odys","600","1024","2","2015","10.1",3
"f2 pro","f2 pro","innjoo","1024","600","2","2015","10.1",3
"t-518","t-518","wiz aero","768","1024","5","2014","7.85",3
"f666","f666","nerlmlay","800","1280","5","2016","10.1",3
"sm-n7505l","galaxy note 3 neo","samsung","1280","720","8","2014","5.5",3
"x60","x60","qmobile","800","480","5","2014","4",3
"t708v","t708v","lephone","854","480","5","2016","5",3
"vk6050s","vk6050s","vk world","1280","720","4","2015","5.5",3
"v tab 7 lite iii","v tab 7 lite iii","vestel","600","1024","2","2015","7",3
"gs700","gs700","general satellite","600","1024","2","2014","7",3
"3gt hd","wave 8 hd+","bluewave","1536","2048","8","2015","7.85",3
"so-01b","xperia x10","docomo","854","480","8","2009","4",3
"funky","funky","myphone","800","480","5","2015","4",3
"isw11f","arrows z","kddi","1280","720","NULL","2011","4.29",3
"y538","y538","huawei","854","480","5","2015","4.1",3
"shw-m100s","galaxy a","samsung","800","480","5","2010","3.7",3
"n2s","n2s","tecno","800","480","5","2016","4",3
"pgn-507","c9","condor","1280","720","8","2015","4.8",3
"4g450","zap 5","polytron","854","480","5","2015","4.5",3
"a70","a70","mito","960","540","5","2014","4.5",3
"l550","l550","landvo","960","540","8","2014","5",3
"andi 4f arc3","andi 4f arc3","iball","800","480","5","2015","4",3
"sm-t232","galaxy tab 4 7.0","samsung","800","1280","3.15","2014","7",3
"55lf6529","smart tv","lg","1080","1920","NULL","2014","55",3
"noir i7","noir i7","qmobile","960","540","5","2014","4.5",3
"i211","i211","isuper","108","45","1","2013","2",3
"blade apex","blade apex","zte","854","480","5","2013","4.5",3
"v2 3gb","v2 3gb","lava","1280","720","13","2016","5",3
"v790","movistar motion","zte","480","320","3.15","2012","3.5",3
"ls-5005","water 4","lyf","1280","720","13","2015","5",3
"e500","e500","senseit","1280","720","13","2015","5.5",3
"10dtb12","phoenix","hipstreet","600","1024","2","2014","10.1",3
"xplorer zii","xplorer zii","symphony","1280","720","13","2013","4.8",3
"surfpad","surfpad","pocketbook","480","800","NULL","2012","7.01",3
"7235","7235","coolpad","800","480","3.1","2012","4",3
"gt-c3303","gt-c3303","samsung","320","240","1.3","2010","2.4",3
"t15","t15","oppo","480","320","NULL","2010","NULL",3
"pdx0-01","pdx0-01","sxz","800","480","2","2012","7",3
"858","smart","vodafone","320","240","2","2011","2.8",3
"e1052gp","e1052gp","logicom","600","1024","0.3","2013","10.1",3
"gt-s7230e","wave 723","samsung","400","240","NULL","2010","3.07",3
"p41","p41","panasonic","960","540","8","2014","5",3
"ixion m4","ixion m4","dexp","800","480","5","2015","4",3
"viva h701 lte","viva h701 lte","allview","1024","600","NULL","2015","7",3
"mid-71","mid-71","unknown","800","480","NULL","2011","7",3
"selfie","selfie","blu","1280","720","13","2015","4.7",3
"spira c2","spira c2","argos","1280","720","13","2015","5",3
"aqua q7 pro","aqua q7 pro","intex","854","480","2","2015","4.5",3
"xt911","digiflip pro xt911","flipkart","1200","1920","5","2014","8.9",3
"xt912","droid razr","motorola","960","540","NULL","2011","4.3",3
"q327","bolt q327","micromax","854","480","5","2016","4",3
"4016d","one touch pop c","alcatel","480","320","2","2013","3.5",3
"smart run 4g","smart run 4g","mtc","1280","720","8","2015","5",3
"gt-s5363","galaxy y","samsung","320","240","NULL","2011","3.01",3
"t8788","7 surround","htc","800","480","5","2010","3.8",3
"v182","v182","gionee","854","480","5","2013","4.5",3
"gt-i9128i","galaxy grand mobile","samsung","800","480","8","2013","5",3
"am1006","am1006","unknown","600","1024","2","2013","10.1",3
"egs001g","glide steal","ematic","480","800","NULL","2012","7.01",3
"tm9s775","tm9s775","tmax","600","1024","3","2013","9",3
"octa","octa","starmobile","1920","1080","18","2014","5",3
"sm-t332","galaxy tab 4 7.0","samsung","1280","800","3.15","2014","7",3
"iq4504","evo energy 5","fly","854","480","5","2014","5",3
"l007","l007","fly-ying","768","1024","3","2013","7",3
"jy-s2","s2 advance","jiayu","1920","1080","13","2014","5",3
"7.0w","7.0w","sky devices","1024","600","5","2015","7",3
"52 platinum","52 platinum","archos","1280","720","8","2014","5.25",3
"su370","su370","lg","220","176","1.3","2009","2",3
"studio selfie","studio selfie","blu","854","480","5","2015","5",3
"mt0812e","meta","3q","800","1280","2","2014","8",3
"a278t","a278t","lenovo","480","320","NULL","2012","3.5",3
"ixion el250","amper","dexp","854","480","5","2015","5",3
"zp330","color c","zopo","854","480","5","2015","4.5",3
"arrow","arrow","blackview","1920","1080","16","2015","5",3
"lua-l01","y3 ii","huawei","854","480","5","2016","4.5",3
"rm-1099","lumia 430","microsoft","800","480","2","2015","4",3
"p-07d","eluga power","docomo","1280","720","8.1","2012","5",3
"trooper 445l","trooper 445l","kazam","800","480","5","2015","4.5",3
"v188s","v188s","gionee","1280","720","8","2014","5",3
"aqua turbo 4g","aqua turbo 4g","intex","1280","720","5","2015","5",3
"9.7r quad core","9.7r quad core","qilive","1536","2048","2","2014","9.699999999999999",3
"c6725","hydro vibe","sprint","960","540","8","2014","4.5",3
"e610v","optimus l5","lg","480","320","5","2012","4",3
"gt-s7275b","galaxy ace 3","samsung","800","480","5","2013","4",3
"slidepad ng9708","slidepad ng9708","memup","768","1024","NULL","2012","9.699999999999999",3
"ixion ms150","glider","dexp","1280","720","8","2015","5",3
"ultra tab 10.1","ultra tab 10.1","piranha","800","1280","3.2","2013","10.1",3
"sm-g3502","galaxy core duos tv plus","samsung","800","480","5","2013","4.3",3
"aqua strong 5.1","aqua strong 5.1","intex","854","480","5","2016","5",3
"gt-i9128e","galaxy grand","samsung","800","480","8","2013","5",3
"f1453","f1453","quatro","1280","720","13","2014","5",3
"gt-s5750e","gt-s5750e","samsung","400","240","NULL","2011","3.07",3
"k3409","tvpad slim","cyrus","600","1024","5","2012","7",3
"l-ement 500","l-ement 500","logicom","960","540","5","2014","5",3
"dark evo p60","dark evo p60","akortek","960","540","8","2014","6",3
"s50f","s50f","advan","1280","720","5","2015","5",3
"iris atom x","iris atom x","lava","800","480","2","2015","4",3
"evo 7","one touch evo 7","alcatel","600","1024","3","2013","7",3
"via v8c","via v8c","casper","1920","1080","13","2014","5",3
"ixion m lte 5","ixion m lte 5","dexp","1280","720","8","2015","5",3
"odyssey pacman 2","odyssey pacman 2","zh&k","1280","720","8","2016","5.5",3
"gt-b7510","gt-b7510","samsung","240","320","3.15","2011","3.92",3
"gt-s5220","star 3","samsung","320","240","3.15","2012","3",3
"fab go","fab go","o+","854","480","5","2014","6",3
"fox s453","fox s453","obi","1280","720","5","2014","4.5",3
"sgh-t779","galaxy tab 2","samsung","800","1280","NULL","2012","10.13",3
"m1062","m1062","kocaso","600","1024","NULL","2012","10.1",3
"tab1050","tab1050","logicom","600","1024","NULL","2013","10.1",3
"s240b","micro x","posh","432","240","2","2015","2.45",3
"forward art","forward art","ngm","854","480","8","2014","4.5",3
"psp3509duo","wize e3","prestigio","854","480","5","2015","5",3
"eluga z","eluga z","panasonic","1280","720","13","2015","5",3
"n9977","star note 2","star","854","480","5","2012","6",3
"b795","boost icon nero","zte","480","320","2","2014","3.5",3
"rs6","rs6","evobt","1920","1080","13","2014","5",3
"it1702","it1702","itel","600","1024","8","2015","7",3
"8530","curve","blackberry","240","320","2","2009","2.46",3
"h250","h250","symphony","1280","720","13","2015","5",3
"g906","g906","yxtel","800","480","0.3","2014","4",3
"a94","canvas mad","micromax","854","480","5","2014","4.5",3
"a1-860","iconia tab 8","acer","800","1280","5","2015","8",3
"mi-310","mi-310","spice","480","320","2","2011","3.15",3
"max find 5.0","max find 5.0","ione","540","960","8","2015","5",3
"y3s","y3s","tecno","480","320","3","2015","3.5",3
"a58","bolt","micromax","480","320","2","2013","3.5",3
"eluga l 4g","eluga l 4g","panasonic","1280","720","8","2015","5",3
"cobalt oomph 4.7d","cobalt oomph 4.7d","iball","960","540","8","2015","5",3
"streak 7","streak 7","dell","480","800","5","2009","7",3
"p515e","flyer 4g","htc","1024","600","5","2011","7",3
"z667t","zinger","zte","480","320","2","2014","3.5",3
"orin qs","orin qs","vonino","600","1024","0.3","2015","7",3
"sc-1010jbbt","matrix mid","supersonic","600","1024","2","2013","10.1",3
"preo p2","preo p2","teknosa","1280","720","13","2015","5.5",3
"lumia 625h","lumia 625h","nokia","800","480","5","2013","4.7",3
"tablet 10","tablet 10","fnac","800","1200","2","2013","10.1",3
"folio 100","folio 100","toshiba","600","1024","1.3","2010","10.1",3
"b8402","b8402","bitel","854","480","5","2014","4",3
"omnia ii","omnia ii","samsung","800","480","5","2009","3.7",3
"a378t","a378t","lenovo","480","320","5","2013","4.5",3
"8.52 8g","8.52 8g","o+","800","480","5","2013","4",3
"via v3","via v3","casper","1280","720","8","2015","5",3
"sm-g930r6","galaxy s7","samsung","2560","1440","12","2016","5.1",3
"sgh-t759","exhibit 4g","samsung","800","480","3.15","2011","3.5",3
"s41hw","ideos x3","softbank","480","320","5","2010","3.2",3
"d681","g pro lite","lg","960","540","8","2013","5.5",3
"kis 3 max","kis 3 max","zte","854","480","5","2014","4.5",3
"qs05","qs05","q-smart","480","320","2","2014","3.5",3
"80xsk","80xsk","archos","768","1024","1.3","2012","8",3
"r8205","r1c","oppo","1280","720","13","2015","5",3
"vs876","lucid 3","verizon","960","540","5","2014","4.7",3
"m460","bingo 50","infocus","1280","720","8","2016","5.5",3
"a5s","smart a5s","karbonn","800","480","5","2014","4",3
"9550","storm 2","blackberry","480","360","NULL","2009","NULL",3
"prestige prime 10es","prestige prime 10es","visual land","800","1280","5","2015","10.1",3
"mp1000","mp1000","mpman","1920","1080","NULL","2012","10.11",3
"chaser","chaser","virgin","480","320","NULL","2012","3.2",3
"forever","forever","ice-phone","800","480","5","2014","4",3
"h900","h900","hyundai","768","1024","2","2011","8",3
"v9a","light tab 2","zte","1027","600","3.2","2011","7",3
"ilium s670","ilium s670","lanix","1280","720","13","2014","5",3
"d375ar","l80 dual","lg","800","480","5","2014","5",3
"b79","b79","star","960","540","NULL","2011","4.3",3
"turbophone4g compact 1210","turbophone4g compact 1210","motive","854","480","5","2016","4.5",3
"vfd-501","smart turbo 7","vodafone","854","480","5","2016","5",3
"e502","e502","moii","480","320","2","2012","3.5",3
"p301c","p301c","tcl","800","480","3","2014","4",3
"ot-991","one touch 991","alcatel","480","320","3.15","2012","4",3
"viper i v1","viper i v1","allview","960","540","8","2014","4.7",3
"y923","y923","vivo","854","480","5","2015","4.5",3
"s970","spin","cherry mobile","800","480","2","2014","3.5",3
"5065n","tru","alcatel","854","480","5","2016","8",3
"s20","s20","q-smart","800","480","5","2013","4",3
"p9090","discover","pantech","1280","720","12.6","2012","4.8",3
"centurion 3","centurion 3","brondi","854","480","8","2014","5",3
"gt-i9128","galaxy grand","samsung","800","480","8","2013","5",3
"8.38","8.38","oplus","854","480","5","2015","4.5",3
"r817t","r817t","oppo","800","480","NULL","2012","3.97",3
"k15","rock","colors mobile","1280","720","13","2015","5",3
"6700s","6700 slide","nokia","320","240","NULL","2009","NULL",3
"s400","s400","obi","800","480","2","2014","4",3
"at-as40se","at-as40se","wolfgang","800","480","5","2013","4",3
"prime s","omega","highscreen","1280","720","8","2014","4.7",3
"114","114","nokia","160","128","0.3","2012","1.8",3
"ibuddy connect","ibuddy connect","intex","480","800","2","2012","7",3
"m005","m005","eken","800","600","1.3","2012","8",3
"gt-b5330l","galaxy chat","samsung","320","240","2","2012","3.01",3
"m355","mx3","meizu","1800","1080","8","2013","5.1",3
"is03","is03","kddi","960","640","NULL","2010","3.5",3
"aquila 080-1008","aquila 080-1008","cmx","768","1024","0.3","2013","8",3
"psp5508duo","multiphone 5508 duo","prestigio","1280","720","13","2014","5",3
"note","note","innjoo","1280","720","13","2014","5.5",3
"5054x","one touch pop 3 (5.5)","alcatel","1280","720","5","2015","5.5",3
"dash x plus","dash x plus","blu","1280","720","8","2015","5.5",3
"a760","a760","lenovo","854","480","5","2013","4.5",3
"5065x","one touch pop 3 (5)","alcatel","854","480","5","2015","5",3
"s800","pulse","laude","960","540","8","2014","5",3
"t528w","t528w","htc","800","480","NULL","2012","4.3",3
"grand 5.5 hd","grand 5.5 hd","blu","1280","720","8","2016","5.5",3
"gs02","gs02","emobile","854","480","NULL","2011","4",3
"6600","6600","nokia","208","176","NULL","2008","2.1",3
"mp118","mp118","mpie","854","480","5","2015","5",3
"1030tpc","cyberpad","iview","768","1024","2","2012","10",3
"6990 lvw","windows phone 8x","verizon","1280","720","8","2012","4.29",3
"aero 1021","aero 1021","bangho","1280","800","0.3","2014","10.1",3
"d486","wine smart","lg","480","320","8","2014","3.5",3
"v12","v12","star","960","540","NULL","2012","4.3",3
"a670t","a670t","lenovo","854","480","8","2013","4.5",3
"vs920","spectrum","lg","1280","720","8","2012","4.5",3
"attitude 4.0","attitude 4.0","rage","800","480","5","2015","4",3
"gt-s7350","gt-s7350","samsung","400","240","5","2009","2.61",3
"101k","kyocera 101k","softbank","800","480","5.15","2012","3.49",3
"ixion m150","ixion m150","dexp","720","1280","8","2015","5",3
"xlife 512","xlife 512","spice","854","480","8","2015","5",3
"via v9","via v9","casper","1280","720","13","2015","5",3
"xt1025","moto e dual sim","motorola","960","540","5","2014","4.3",3
